contentId,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
826748584447376099,The investment case for employing a Drupal core contributor - Dries Buytaert,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),0. The case for Drupal and Commerce,6. What can Acquia and the community do now regarding Drupal and ecommerce?,Dries Distributions remain a growing opportunity for Drupal - Buytaert,2. Why Drupal is ideal for ecommerce
6678691743269420670,Why Deep Learning Is Suddenly Changing Your Life,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Baidu Research grills AI models on deep learning,Google Is in a Fierce Global Race for Scarce AI Talent,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,Machine Learning Is No Longer Just for Experts
1990052153136096105,Introducing Ask a Female Engineer,Ask a Female Engineer: Joining a Startup,Seniority,12 Agile principles,Code.org 2016 Annual Report,12 incredible women you've never heard of who changed science forever
1184320069221244535,Ask a Female Engineer: Joining a Startup,Introducing Ask a Female Engineer,Seniority,12 Agile principles,Why do you Fail at Growth Marketing and How to Solve it,Coca-Cola reportedly closes Founders startup incubator
5854206600849997966,The hardest thing in computer science,Don't document your code. Code your documentation.,What to look for in a code review ,The Java 8 API Design Principles,Java 8 Streams - A Deeper Approach About Performance Improvement,Inversion of Control Containers and the Dependency Injection pattern
1971653634364577968,TI Bimodal? Receita para o desastre...,O que é benchmarking? Veja quando um concorrente se torna inspiração!,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Especialistas trazem tendências de UX para 2017 - KingHost
-6380034335041404646,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,Building on Slack Saved Our Startup,IBM Watson is about to make Slack's chat bot smarter,Slack and Google announce partnership focused on better integrating their services,Slack swips at Skype with video calls and reaction emoji,Slack CEO Stewart Butterfield on the Future of Communication
7013665235990336340,Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,A saga do jovem CEO da Dasa,Black Friday salva o ano do e-commerce,"Infracommerce, operadora de e-commerce da Ambev e Alpargatas, recebe aporte de R$ 40 mi"
-427385793606723821,UBS targets less rich Brits with robo-advisor platform,Digital Tool as Strategic Enabler for Banking Transformation,Blockchain Will Be Used By 15% of Big Banks By 2017,Blockchain startup R3 cuts fund-raising target to $150 million: source,Where is the bank's digital vision? - Chris Skinner's blog,Microsoft and Bank of America Merrill Lynch Collaborate to Transform Trade Finance Transacting With Azure Blockchain as a Service
8416004328454490172,,,,,,
8416004328454490172,,,,,,
-2890958311805113955,Unilever: The biggest digital start-up in the world?,Large CPGs are under attack by startups... and consumers are winning,We are on the verge of a consumer M&A avalanche,These Are The 10 Most Purchased Brands in the World,Digital Leadership Is Not an Optional Part of Being a CEO,Where is the bank's digital vision? - Chris Skinner's blog
5779887740609126631,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O que é benchmarking? Veja quando um concorrente se torna inspiração!,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O futuro das interfaces: Chatbots - Tableless,O manual do deboísta corporativo
378386436485699053,5 Podcasts : Aprenda mais sobre gestão e liderança,A saga do jovem CEO da Dasa,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O que é benchmarking? Veja quando um concorrente se torna inspiração!
-8800029253812071912,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack","Facebook lança Workplace, versão da rede social para empresas",IBM Watson is about to make Slack's chat bot smarter,Slack and Google announce partnership focused on better integrating their services,Slack swips at Skype with video calls and reaction emoji,Building on Slack Saved Our Startup
6766105865162331239,Stop Trying to Sound Smart When You're Writing,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),Seniority,Write Like You Talk,The Three Language Acquisition Stages,Support your Gmail users more easily with revamped bounce messages and message headers
3585886677712899987,Can Artificial Intelligence Enhance The Mass Customization In The Fashion Sector ?,Here's how The White House wants the U.S. to approach AI R&D,Andrew Ng: What AI Can and Can't Do,Democratizing AI,How real businesses are using machine learning,Top 10 Hot Artificial Intelligence (AI) Technologies
3196303498841885455,"National Coming Out Day - Wikipedia, the free encyclopedia","Developing the Opportunity for Corporate Entrepreneurs - University of Maryland, College Park | Coursera",Having Children Destroyed My Career,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",Introducing Ask a Female Engineer,What A Difference 2 Percentage Points Makes
7174452660053929140,The Agile Design Team Maturity Scale | UX Magazine,12 Agile principles,Time to Re-Think Design Thinking,Moving the Drupal 8 workflow initiative along,Ask a Female Engineer: Joining a Startup,10 principles of business transformation
7727369224210483739,Demystifying Docker overlay networking,"Use Docker to build, test and push your Artifacts",Introducing Docker for Windows Server 2016 - Docker Blog,containerd - a core container runtime project for the industry - Docker Blog,Testing a new Drupal 8 installation with 2 Docker commands,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet
8946250624470221174,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac
363798057559041921,To Be Continued: Helping you find shows you want to continue watching,ŷhat | Classifying handwritten digits using TensorFlow,New Early Adopter Programs: Team Drives and a new Hangouts video meetings experience,"Practical advice for analysis of large, complex data sets",Moving the Drupal 8 workflow initiative along,The Complete Google Analytics Audit Checklist | Optimization Up
-5403733687257676872,Aplicações da Inteligência artificial | Endeavor Brasil,"Como a inteligência artificial já muda mercados, da gastronomia ao petróleo - Startupi",Especialistas trazem tendências de UX para 2017 - KingHost,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas"
-7539647701814009718,Inteligência artificial do Google é capaz de descrever imagens | Google Discovery,Aplicação de visão computacional com OpenCV,Inteligência artificial do Google aprende a aprimorar fotos como nos filmes | Google Discovery,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa
2081512200574495983,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,New MacBook Pro is not a Laptop for Developers Anymore,The new 64-bit Orange Pi is a quad-core computer for $20,"Onion Creates a $5 Linux Computer with Wi-Fi, Designed for IoT Applications",Code.org 2016 Annual Report,Amazon takes on Skype and GoToMeeting with its Chime video conferencing app
-3040610224044779845,Things you probably didn't know you could do with Chrome's Developer Console,Road to Polymer 2.0,"What do you mean by ""Event-Driven""?","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Communication Within an Android App With EventBus,Communication patterns in a Microservice world
-3258959365023720872,Sophia Genetics chega à América Latina para democratizar a Data-Driven Medicine,A saga do jovem CEO da Dasa,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",Dasa compra rede de laboratórios SalomãoZoppi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost
-4309525417316029305,Improvements coming to the Google Analytics desktop UI,The Complete Google Analytics Audit Checklist | Optimization Up,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog,Gartner Reprint,Google lança novos recursos para o Analytics,Lessons from Becoming a Data-Driven Organization
-7555896091148631419,ConstraintLayout - Part 1,Building interfaces with ConstraintLayout - Google Developers,Using Display Suite in Drupal 8: How to Customize Content Pages - WebWash,How to build cross-platform mobile apps using nothing more than a JSON markup,Support Ended for Eclipse Android Developer Tools,RecyclerView Prefetch - Google Developers
-9089854794058353436,Here's how The White House wants the U.S. to approach AI R&D,Andrew Ng: What AI Can and Can't Do,Top 10 Hot Artificial Intelligence (AI) Technologies,"Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI",Democratizing AI,Money 20/20 Panel: Artificial Intelligence and Machine Learning
-5829979886567267504,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries",Not Your Father's Insurance Industry - Insurance Thought Leadership,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Relating a Problem Definition to IoT Architecture | Intel® Software,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",Accenture and Adboe team on customer enegagement
